flip_name,solution,consensus,votes,ChatGPT_4_turbo___BLIP2_flan_t5_xxl,Gemini_1_5_flash_001___ViPLlava_7B,Gemini_1_5_flash_001___ViPLlava_13B,Gemini_1_5_flash_001___LlavaNeXT_mistral_7B,Gemini_1_5_flash_001___LlavaNeXT_vicuna_7B,Gemini_1_5_flash_001___LlavaNeXT_vicuna_13B,Gemini_1_5_flash_001___BLIP2_2_7B,Gemini_1_5_flash_001___BLIP2_6_7B_COCO,Gemini_1_5_flash_001___BLIP2_flan_t5_xxl,Gemini_1_5_flash_001___Llama_3_2_11B,Gemini_1_5_flash_002___ViPLlava_7B,Gemini_1_5_flash_002___ViPLlava_13B,Gemini_1_5_flash_002___LlavaNeXT_mistral_7B,Gemini_1_5_flash_002___LlavaNeXT_vicuna_7B,Gemini_1_5_flash_002___LlavaNeXT_vicuna_13B,Gemini_1_5_flash_002___BLIP2_2_7B,Gemini_1_5_flash_002___BLIP2_6_7B_COCO,Gemini_1_5_flash_002___BLIP2_flan_t5_xxl,Gemini_1_5_flash_002___Llama_3_2_11B,Gemini_1_5_pro_002___ViPLlava_7B,Gemini_1_5_pro_002___ViPLlava_13B,Gemini_1_5_pro_002___LlavaNeXT_mistral_7B,Gemini_1_5_pro_002___LlavaNeXT_vicuna_7B,Gemini_1_5_pro_002___LlavaNeXT_vicuna_13B,Gemini_1_5_pro_002___BLIP2_2_7B,Gemini_1_5_pro_002___BLIP2_6_7B_COCO,Gemini_1_5_pro_002___BLIP2_flan_t5_xxl,Gemini_1_5_pro_002___Llama_3_2_11B,meta_Llama_3_1_70B___ViPLlava_7B,meta_Llama_3_1_70B___ViPLlava_13B,meta_Llama_3_1_70B___LlavaNeXT_mistral_7B,meta_Llama_3_1_70B___LlavaNeXT_vicuna_7B,meta_Llama_3_1_70B___LlavaNeXT_vicuna_13B,meta_Llama_3_1_70B___BLIP2_2_7B,meta_Llama_3_1_70B___BLIP2_6_7B_COCO,meta_Llama_3_1_70B___BLIP2_flan_t5_xxl,meta_Llama_3_1_70B___Llama_3_2_11B,MS_GRIN_MoE___ViPLlava_7B,MS_GRIN_MoE___ViPLlava_13B,MS_GRIN_MoE___LlavaNeXT_mistral_7B,MS_GRIN_MoE___LlavaNeXT_vicuna_7B,MS_GRIN_MoE___LlavaNeXT_vicuna_13B,MS_GRIN_MoE___BLIP2_2_7B,MS_GRIN_MoE___BLIP2_6_7B_COCO,MS_GRIN_MoE___BLIP2_flan_t5_xxl,MS_GRIN_MoE___Llama_3_2_11B,nvm_Llama3_51B___ViPLlava_7B,nvm_Llama3_51B___ViPLlava_13B,nvm_Llama3_51B___LlavaNeXT_mistral_7B,nvm_Llama3_51B___LlavaNeXT_vicuna_7B,nvm_Llama3_51B___LlavaNeXT_vicuna_13B,nvm_Llama3_51B___BLIP2_2_7B,nvm_Llama3_51B___BLIP2_6_7B_COCO,nvm_Llama3_51B___BLIP2_flan_t5_xxl,nvm_Llama3_51B___Llama_3_2_11B,nvm_Llama3_70B___ViPLlava_7B,nvm_Llama3_70B___ViPLlava_13B,nvm_Llama3_70B___LlavaNeXT_mistral_7B,nvm_Llama3_70B___LlavaNeXT_vicuna_7B,nvm_Llama3_70B___LlavaNeXT_vicuna_13B,nvm_Llama3_70B___BLIP2_2_7B,nvm_Llama3_70B___BLIP2_6_7B_COCO,nvm_Llama3_70B___BLIP2_flan_t5_xxl,nvm_Llama3_70B___Llama_3_2_11B,Phi_3_5_MoE___ViPLlava_7B,Phi_3_5_MoE___ViPLlava_13B,Phi_3_5_MoE___LlavaNeXT_mistral_7B,Phi_3_5_MoE___LlavaNeXT_vicuna_7B,Phi_3_5_MoE___LlavaNeXT_vicuna_13B,Phi_3_5_MoE___BLIP2_2_7B,Phi_3_5_MoE___BLIP2_6_7B_COCO,Phi_3_5_MoE___BLIP2_flan_t5_xxl,Phi_3_5_MoE___Llama_3_2_11B,Qwen_2_5_8bit___ViPLlava_7B,Qwen_2_5_8bit___ViPLlava_13B,Qwen_2_5_8bit___LlavaNeXT_mistral_7B,Qwen_2_5_8bit___LlavaNeXT_vicuna_7B,Qwen_2_5_8bit___LlavaNeXT_vicuna_13B,Qwen_2_5_8bit___BLIP2_2_7B,Qwen_2_5_8bit___BLIP2_6_7B_COCO,Qwen_2_5_8bit___BLIP2_flan_t5_xxl,Qwen_2_5_8bit___Llama_3_2_11B,Qwen_2_VL_8bit___ViPLlava_7B,Qwen_2_VL_8bit___ViPLlava_13B,Qwen_2_VL_8bit___LlavaNeXT_mistral_7B,Qwen_2_VL_8bit___LlavaNeXT_vicuna_7B,Qwen_2_VL_8bit___LlavaNeXT_vicuna_13B,Qwen_2_VL_8bit___BLIP2_2_7B,Qwen_2_VL_8bit___BLIP2_6_7B_COCO,Qwen_2_VL_8bit___BLIP2_flan_t5_xxl,Qwen_2_VL_8bit___Llama_3_2_11B,mean
bafkreiff32gxag6v5fqqbebiupr564kjbiyyuolyqsen7yoijjc3por2fy,Left,Strong,"{'Left': '6', 'Right': '-', 'Reported': '1'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.978021978021978
bafkreiff7wgvwa5j7fuuyxrgwjbzmp3r2rmaf3kjhyxcpekbasmi2njoxa,Left,Strong,"{'Left': '6', 'Right': '-', 'Reported': '2'}",True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False,True,True,0.7582417582417582
bafkreiffik67hg6aplpmpbu32n3dtdio5sqtcfu6ub67vm4576gixa523i,Right,Strong,"{'Left': '-', 'Right': '8', 'Reported': '0'}",False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,0.5274725274725275
bafkreiffl4uj7b5dzcmpff77p2axx5abtnzabphp53nynqeh4ozqzeesn4,Left,Strong,"{'Left': '7', 'Right': '1', 'Reported': '1'}",True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,0.8681318681318682
bafkreifg3qoz6haagw64nbhifwfsugwn3soapsm5iafyabszfzu746cshe,Left,Strong,"{'Left': '5', 'Right': '-', 'Reported': '0'}",True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.967032967032967
bafkreifg6o43bhgv7lsyzx4gmrgq54dzcfwbk5o43hz6ompkrdvpet6iye,Left,Strong,"{'Left': '8', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,0.8351648351648352
bafkreifgie2gjuvnasoae276m5nliqfmkoatkjeobsrmcw754n5lodvqti,Right,Strong,"{'Left': '-', 'Right': '7', 'Reported': '0'}",True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,0.5604395604395604
bafkreifgifaouf4j6b72rd4c3xerdvpziuwgjxe4trwvbjmravafvshelm,Right,Strong,"{'Left': '1', 'Right': '6', 'Reported': '0'}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,0.32967032967032966
bafkreifgnpmfcce5z3hqzi6ouufyfmv2pnllsri2mrzpnd2w7zvigsex5q,Left,Strong,"{'Left': '7', 'Right': '1', 'Reported': '4'}",False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,False,True,True,False,True,True,True,False,True,False,False,True,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,0.6263736263736264
bafkreifgso77am5e4pvimib5jgfuegxrfb4d7tgvsg67nkbvv5mjeaoil4,Right,Strong,"{'Left': '1', 'Right': '5', 'Reported': '1'}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.21978021978021978
bafkreifgw2h27kp2vzfz73z7o42xnjrtqtancv5tsqg7b566s4xmxjmcee,Left,Strong,"{'Left': '6', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False,False,True,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,0.7252747252747253
bafkreifgxsanta2jep5m3cox2wt4a7wjzwudn2rtzih5u2zzks34gnv3hy,Left,Strong,"{'Left': '7', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False,True,True,True,False,0.6483516483516484
bafkreifh3m6csl63t73oqszbzdzbkzcmwheg7mluxetqdt7bj5v2wgutgy,Right,Weak,"{'Left': '2', 'Right': '4', 'Reported': '2'}",False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,0.1978021978021978
bafkreifhijiaqpcztcmdksnyqre3rrxwbzzgmb3tms454avjh26uolzzey,Left,Strong,"{'Left': '9', 'Right': '-', 'Reported': '0'}",False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.43956043956043955
bafkreifhrohjqyht52pjpmkv4p54gy37443ozmxhlwrfmsuiro3uoq4plm,Left,Strong,"{'Left': '12', 'Right': '-', 'Reported': '0'}",False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,0.7912087912087912
bafkreifhvbuss2gfab2kfdcuvwt4yudantr54buknvwegm5xuncl54znxu,Right,Weak,"{'Left': '3', 'Right': '6', 'Reported': '3'}",True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,0.45054945054945056
bafkreifhvezket2al6kv6s6j7ft4ciinx5jtcordsvcusw5ljw5poajfu4,Right,Strong,"{'Left': '-', 'Right': '8', 'Reported': '0'}",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15384615384615385
bafkreifi2do22t2oiqpgtcpbjrpsvvyoki74u6nkqkjdbpxv37gxtsskli,Left,Strong,"{'Left': '9', 'Right': '-', 'Reported': '1'}",True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.978021978021978
bafkreifi42umps5t2sewm5yr3r7zibmphxlbapwg7c5xsu5exqjhmhmixi,Right,Strong,"{'Left': '1', 'Right': '11', 'Reported': '0'}",True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,0.6483516483516484
bafkreifilgdp3py7wzgtvtni3qh7vpumxxcckahn4c47lipmcyad46c4w4,Right,Strong,"{'Left': '-', 'Right': '7', 'Reported': '0'}",True,True,True,False,True,True,True,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.7912087912087912
bafkreifio5m6v7umz2rkrnukvnwfl4sbvsd5cgzr27kppx4q2gakvhzvli,Right,Strong,"{'Left': '-', 'Right': '-', 'Reported': '0'}",True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,0.4945054945054945
bafkreifip65ktruqakp4lsteqicigjb47yj5kjvbhzeumo7r4rzuhjnl2m,Left,Strong,"{'Left': '5', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,True,False,True,True,False,False,False,True,False,True,True,0.7472527472527473
bafkreifirte4ezgkqt47pvpwep7gcztczmtpfz7ifyv3s5bm4fmgrtsdre,Right,Strong,"{'Left': '-', 'Right': '6', 'Reported': '0'}",False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,True,True,True,0.5604395604395604
bafkreifjfeqhget5gc2yiqwdb56spvbpc2mksz53k4qxb22bunr6wi3pnm,Right,Strong,"{'Left': '-', 'Right': '8', 'Reported': '0'}",True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,True,False,0.5604395604395604
bafkreifjjdx6adnl6tus7mpfxclayi2qtajibrpdg5bsqgnghlg5ugd2yu,Right,Strong,"{'Left': '-', 'Right': '6', 'Reported': '1'}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,True,0.5054945054945055
bafkreifjqtc2dxqd2gey65cadbw3f6vcbwar5rihv3ab6icvpc4ax6qoh4,Left,Strong,"{'Left': '9', 'Right': '-', 'Reported': '7'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.945054945054945
bafkreifjqvjz62cmxnnt2zbp56vejvniuoyok2zpsltldz3qxbmdfumapu,Right,Strong,"{'Left': '-', 'Right': '6', 'Reported': '1'}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,0.2967032967032967
bafkreifjth4cvohcelx5kykboli5tha7bmxv3pcgphgg3mwmhryewdkjqm,Right,Strong,"{'Left': '-', 'Right': '7', 'Reported': '0'}",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.18681318681318682
bafkreifkqivanigi6rap4mxi7e5esp435fpexgu3gk7irauqhhz4lw5vwq,Right,Strong,"{'Left': '-', 'Right': '9', 'Reported': '5'}",True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,0.5604395604395604
bafkreifkr7bfgep5ort5u5dzg2fx2mmooxzhlvovv6ktttlkp4x3jm43r4,Right,Strong,"{'Left': '-', 'Right': '8', 'Reported': '0'}",True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,0.46153846153846156
bafkreifkshq3xdnrfded5fjoaqp5qrlsld56vpxtumugrbvuazsagypv6q,Left,Weak,"{'Left': '5', 'Right': '2', 'Reported': '4'}",False,True,False,False,False,True,True,False,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.38461538461538464
bafkreiflbxab3ierwbw44vau6sv5qbnwr6d3lnvpfkmy26ei3p3wvghe6m,Left,Strong,"{'Left': '5', 'Right': '-', 'Reported': '1'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,0.8131868131868132
bafkreiflhybw6juhgqzsrzussxiuszjgiocjamprln7ov5dc2zlcfr2w7a,Left,Strong,"{'Left': '6', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.8901098901098901
bafkreiflih3j47ugefjdgblx6r3hnvpp2aeaovzwcugezqhkcauef6gwlq,Left,Strong,"{'Left': '8', 'Right': '-', 'Reported': '3'}",False,True,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,0.45054945054945056
bafkreiflmlvremji4nb27i3ba76ykj2ahwkqdlamdxgga7k47y3dmkg75m,Right,Strong,"{'Left': '-', 'Right': '6', 'Reported': '0'}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,0.7472527472527473
bafkreiflmqq37rdgmeh3xdfjqzs764zmnlcohh6bnsrwzzjadjxg4yso34,Right,Strong,"{'Left': '1', 'Right': '7', 'Reported': '2'}",True,True,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,False,True,0.4725274725274725
bafkreifmdxscbx676tha3w54w3gfld6c7d74dj3stm4abqnmpu6jnbrhme,Left,Weak,"{'Left': '11', 'Right': '3', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,0.8131868131868132
bafkreifmrbwjkwkm7cjzwhsmw4d7roqs7fbvalzqo3tfzldp7urnii6g7y,Left,Strong,"{'Left': '6', 'Right': '1', 'Reported': '3'}",False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,0.6153846153846154
bafkreifmt2sbv2c7xzwkom57knouggclycq34x5jrg4fj6svhebvpknecu,Left,Strong,"{'Left': '8', 'Right': '-', 'Reported': '2'}",True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,0.9230769230769231
bafkreifmxxfrcu3ys6po7g45blqf6qz5rhop5h5xydncjqbfk2kqrujoom,Right,Strong,"{'Left': '-', 'Right': '8', 'Reported': '0'}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,0.21978021978021978
bafkreifmzo47xwntcq6dpnkqhsh5ntef3jhlixeht62wqjukbhxl3xeqpu,Left,Strong,"{'Left': '3', 'Right': '1', 'Reported': '0'}",True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.8461538461538461
bafkreifn3lriikdj2u7yto5yqglsfmusi3v5t3cmklcnw6ks5qdp2nam7a,Left,Strong,"{'Left': '-', 'Right': '-', 'Reported': '0'}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,0.8901098901098901
